# Weather station Los Angeles (airport), USA, WMO_ID=72295,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72295&lang=en
#
"Local time in Los Angeles (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.10.2019 16:00";"23.3";"759.1";"763.1";"";"14";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"11.7";"27.8";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"31.10.2019 10:00";"21.7";"762.1";"766.1";"";"6";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"11.7";"21.7";"";"";"";"";"";"16.0";"-17.8";"";"";"";"";"";"";
"31.10.2019 04:00";"12.8";"761.1";"765.1";"";"10";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"12.2";"26.1";"";"";"";"";"";"16.0";"-17.8";"";"";"";"";"";"";
"30.10.2019 22:00";"17.2";"761.6";"765.7";"";"7";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"14.4";"24.4";"";"";"";"";"";"16.0";"-18.9";"";"";"";"";"";"";
"30.10.2019 16:00";"24.0";"760.3";"764.4";"";"4";"Wind blowing from the east";"7";"";"";"20–30%.";" ";"";"";"14.4";"26.1";"";"";"600-1000";"";"";"16.0";"-20.0";"";"";"";"";"";"";
"30.10.2019 10:00";"22.2";"761.4";"765.4";"";"10";"Wind blowing from the east-northeast";"5";"";"";"50%.";" ";"";"";"12.8";"22.2";"";"";"300-600";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"30.10.2019 04:00";"15.0";"758.3";"762.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"21.7";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"29.10.2019 22:00";"16.7";"757.3";"761.2";"";"70";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"12.8";"19.4";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"29.10.2019 16:00";"18.9";"754.6";"758.6";"";"63";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"12.8";"21.7";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"29.10.2019 10:00";"20.6";"755.8";"759.9";"";"49";"";"3";"";"";"no clouds";" ";"";"";"11.7";"20.6";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"29.10.2019 04:00";"13.0";"755.3";"759.3";"";"47";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"12.8";"24.4";"";"";"200-300";"";"";"16.0";"2.0";"";"";"";"";"";"";
"28.10.2019 22:00";"18.0";"756.1";"760.0";"";"46";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"14.4";"21.7";"";"";"600-1000";"";"";"16.0";"6.0";"";"";"";"";"";"";
"28.10.2019 16:00";"22.0";"756.3";"760.3";"";"38";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"14.4";"24.4";"";"";"1500-2000";"";"";"16.0";"7.0";"";"";"";"";"";"";
"28.10.2019 10:00";"22.2";"757.8";"761.9";"";"19";"";"2";"";"";"50%.";" ";"";"";"14.4";"22.8";"";"";"300-600";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"28.10.2019 04:00";"14.4";"756.1";"760.1";"";"78";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"14.4";"22.2";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"27.10.2019 22:00";"17.8";"755.0";"759.1";"";"73";"";"2";"";"";"20–30%.";" ";"";"";"17.2";"20.6";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"27.10.2019 16:00";"19.4";"752.0";"756.0";"";"68";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"18.3";"22.2";"";"";"1000-1500";"";"";"16.0";"13.3";"";"";"";"";"";"";
"27.10.2019 10:00";"21.1";"752.2";"756.3";"";"61";"Wind blowing from the south-east";"5";"";"";"70 – 80%.";" ";"";"";"17.2";"21.1";"";"";"600-1000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"27.10.2019 04:00";"18.9";"751.0";"755.0";"";"73";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"18.3";"31.1";"";"";"600-1000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"26.10.2019 22:00";"20.6";"752.0";"755.8";"";"78";"Wind blowing from the east";"5";"";"";"70 – 80%.";" ";"";"";"17.8";"25.0";"";"";"300-600";"";"";"16.0";"16.7";"";"";"";"";"";"";
"26.10.2019 16:00";"25.0";"751.3";"755.2";"";"40";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"17.8";"31.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"26.10.2019 10:00";"28.9";"753.5";"757.5";"";"13";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"17.2";"28.9";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"26.10.2019 04:00";"17.8";"753.7";"757.6";"";"30";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"17.8";"34.4";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"25.10.2019 22:00";"22.2";"755.8";"759.6";"";"46";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"18.9";"29.4";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"25.10.2019 16:00";"28.9";"755.8";"759.8";"";"19";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"18.9";"34.4";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"25.10.2019 10:00";"32.2";"758.3";"762.2";"";"6";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"19.4";"32.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"25.10.2019 04:00";"19.0";"757.3";"761.1";"";"22";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"18.9";"36.7";"";"";"600-1000";"";"";"16.0";"-3.0";"";"";"";"";"";"";
"24.10.2019 22:00";"28.0";"757.8";"761.5";"";"9";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"17.8";"34.4";"";"";"600-1000";"";"";"16.0";"-7.0";"";"";"";"";"";"";
"24.10.2019 16:00";"34.0";"756.1";"760.0";"";"9";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"17.8";"36.7";"";"";"600-1000";"";"";"16.0";"-3.0";"";"";"";"";"";"";
"24.10.2019 10:00";"31.7";"757.0";"761.2";"";"13";"";"3";"";"";"no clouds";" ";"";"";"17.8";"31.7";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"24.10.2019 04:00";"19.4";"754.8";"758.7";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"32.8";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"23.10.2019 22:00";"23.3";"754.8";"758.7";"";"45";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"17.8";"23.9";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"23.10.2019 16:00";"23.9";"753.5";"757.6";"";"58";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"17.8";"32.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.0";"";"";"";"";"";"";
"23.10.2019 10:00";"28.9";"755.5";"759.6";"";"20";"";"3";"";"";"no clouds";" ";"";"";"17.8";"28.9";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"23.10.2019 04:00";"18.3";"755.3";"759.1";"";"56";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"17.8";"35.6";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"22.10.2019 22:00";"22.2";"756.8";"760.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.9";"28.3";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"22.10.2019 16:00";"28.3";"756.6";"760.6";"";"24";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"18.9";"35.6";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"22.10.2019 10:00";"32.8";"759.4";"763.4";"";"13";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"20.0";"32.8";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"22.10.2019 04:00";"20.6";"758.8";"762.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.9";"32.2";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"21.10.2019 22:00";"22.8";"759.1";"763.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"27.8";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"21.10.2019 16:00";"28.0";"757.0";"761.1";"";"23";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"19.4";"32.2";"";"";"1000-1500";"";"";"16.0";"5.0";"";"";"";"";"";"";
"21.10.2019 10:00";"31.1";"758.1";"762.1";"";"16";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"18.9";"31.1";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"21.10.2019 04:00";"20.0";"756.1";"759.9";"";"33";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"19.4";"28.3";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"20.10.2019 22:00";"22.8";"755.8";"759.7";"";"44";"";"2";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"20.10.2019 16:00";"26.1";"753.7";"757.7";"";"39";"Wind blowing from the south-southwest";"5";"";"";"no clouds";" ";"";"";"15.0";"28.3";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.10.2019 10:00";"23.9";"755.8";"759.9";"";"45";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"15.0";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.10.2019 04:00";"15.6";"754.0";"758.1";"";"86";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"";"";"15.0";"23.9";"";"";"200-300";"";"";"9.0";"13.3";"";"";"";"";"";"";
"19.10.2019 22:00";"18.3";"754.6";"758.5";"";"73";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"15.0";"21.7";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"19.10.2019 16:00";"21.7";"754.0";"758.2";"";"53";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"15.0";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"19.10.2019 10:00";"22.8";"756.3";"760.3";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.9";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"19.10.2019 04:00";"16.1";"755.0";"758.9";"";"72";"Wind blowing from the east-northeast";"4";"";"";"no clouds";" ";"";"";"15.0";"23.9";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"18.10.2019 22:00";"19.4";"755.0";"759.0";"";"66";"";"2";"";"";"no clouds";" ";"";"";"16.1";"22.2";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"18.10.2019 16:00";"21.7";"754.8";"758.8";"";"44";"Wind blowing from the west-southwest";"6";"";"";"20–30%.";" ";"";"";"16.1";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"18.10.2019 10:00";"23.3";"756.8";"760.9";"";"37";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"15.6";"23.3";"";"";"300-600";"";"";"16.0";"7.8";"";"";"";"";"";"";
"18.10.2019 04:00";"16.7";"754.6";"758.4";"";"80";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"16.1";"25.0";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"17.10.2019 22:00";"18.9";"753.3";"757.2";"";"78";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"17.8";"20.6";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"17.10.2019 16:00";"20.6";"752.0";"756.0";"";"70";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"17.8";"25.0";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"17.10.2019 10:00";"21.7";"753.7";"757.9";"";"61";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.2";"22.2";"";"";"300-600";"";"";"11.0";"13.9";"";"";"";"";"";"";
"17.10.2019 04:00";"18.3";"752.8";"756.6";"";"76";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"17.8";"";"";"";"200-300";"";"";"14.0";"13.9";"";"";"";"";"";"";
"16.10.2019 22:00";"20.0";"753.5";"757.3";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.1";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"16.10.2019 16:00";"22.2";"752.8";"756.9";"";"57";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"16.1";"34.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"16.10.2019 10:00";"29.4";"755.8";"759.9";"";"22";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"16.1";"29.4";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"16.10.2019 04:00";"16.1";"755.8";"759.6";"";"75";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"16.1";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"15.10.2019 22:00";"19.4";"756.6";"760.5";"";"73";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"15.0";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"15.10.2019 16:00";"21.7";"756.1";"760.0";"";"68";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"15.0";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"15.10.2019 10:00";"21.7";"758.6";"762.5";"";"57";"Wind blowing from the west";"4";"";"";"no clouds";"Haze. ";"";"";"15.6";"22.8";"";"";"";"";"";"9.0";"12.8";"";"";"";"";"";"";
"15.10.2019 04:00";"15.6";"757.0";"761.1";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.0";"22.2";"";"";"200-300";"";"";"16.0";"12.8";"";"";"";"";"";"";
"14.10.2019 22:00";"17.8";"757.0";"761.1";"";"78";"Wind blowing from the south-southwest";"3";"";"";"20–30%.";" ";"";"";"16.7";"20.0";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"14.10.2019 16:00";"20.0";"755.5";"759.6";"";"65";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"16.7";"22.2";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"14.10.2019 10:00";"21.7";"756.8";"760.9";"";"57";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"17.2";"21.7";"";"";"600-1000";"";"";"14.0";"12.8";"";"";"";"";"";"";
"14.10.2019 04:00";"18.3";"755.3";"759.4";"";"70";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"16.7";"22.8";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"13.10.2019 22:00";"18.3";"755.0";"759.1";"";"76";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"15.6";"20.6";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"13.10.2019 16:00";"20.6";"753.7";"757.7";"";"68";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"15.6";"22.8";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"13.10.2019 10:00";"21.7";"755.0";"759.0";"";"51";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"14.4";"22.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"13.10.2019 04:00";"15.6";"753.5";"757.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"26.1";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"12.10.2019 22:00";"18.9";"754.3";"758.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"23.3";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"12.10.2019 16:00";"22.8";"753.5";"757.6";"";"50";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"15.6";"26.1";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"12.10.2019 10:00";"25.6";"754.6";"758.6";"";"21";"Wind blowing from the south-southwest";"3";"";"";"no clouds";"Haze. ";"";"";"15.6";"26.1";"";"";"";"";"";"9.0";"1.7";"";"";"";"";"";"";
"12.10.2019 04:00";"17.0";"754.3";"758.1";"";"45";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.6";"32.2";"";"";"300-600";"";"";"16.0";"5.0";"";"";"";"";"";"";
"11.10.2019 22:00";"23.0";"754.8";"758.7";"";"11";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"14.4";"28.3";"";"";"1000-1500";"";"";"16.0";"-9.0";"";"";"";"";"";"";
"11.10.2019 16:00";"28.3";"754.6";"758.5";"";"10";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"14.4";"32.2";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"11.10.2019 10:00";"28.9";"756.8";"760.8";"";"6";"Wind blowing from the east-northeast";"4";"";"";"50%.";" ";"";"";"13.9";"28.9";"";"";"300-600";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"11.10.2019 04:00";"15.0";"756.1";"759.9";"";"68";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"14.4";"25.6";"";"";"300-600";"";"";"16.0";"9.0";"";"";"";"";"";"";
"10.10.2019 22:00";"21.7";"756.1";"760.0";"";"59";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"10.10.2019 16:00";"21.7";"754.3";"758.2";"";"66";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"18.3";"25.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.0";"";"";"";"";"";"";
"10.10.2019 10:00";"22.8";"756.1";"760.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"23.3";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.10.2019 04:00";"18.3";"754.3";"758.3";"";"66";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"18.3";"22.8";"";"";"600-1000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"09.10.2019 22:00";"18.9";"754.0";"758.1";"";"70";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"17.2";"20.0";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"09.10.2019 16:00";"20.0";"752.8";"756.9";"";"68";"Wind blowing from the west-southwest";"6";"";"";"20–30%.";" ";"";"";"17.2";"22.8";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"09.10.2019 10:00";"20.0";"754.8";"758.8";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.8";"21.7";"";"";"300-600";"";"";"14.0";"12.8";"";"";"";"";"";"";
"09.10.2019 04:00";"18.3";"754.0";"758.1";"";"73";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.2";"23.9";"";"";"300-600";"";"";"12.0";"13.3";"";"";"";"";"";"";
"08.10.2019 22:00";"17.8";"754.3";"758.4";"";"81";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"17.2";"21.1";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"08.10.2019 16:00";"21.1";"753.5";"757.4";"";"71";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"17.2";"23.9";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"08.10.2019 10:00";"21.7";"755.3";"759.3";"";"68";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"16.7";"21.7";"";"";"300-600";"";"";"12.0";"15.6";"";"";"";"";"";"";
"08.10.2019 04:00";"17.2";"754.3";"758.2";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.2";"25.6";"";"";"200-300";"";"";"16.0";"13.9";"";"";"";"";"";"";
"07.10.2019 22:00";"18.9";"755.0";"759.1";"";"78";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"16.1";"22.8";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"07.10.2019 16:00";"22.8";"754.8";"758.8";"";"57";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"16.1";"25.6";"";"";"";"";"";"16.0";"13.9";"";"";"";"";"";"";
"07.10.2019 10:00";"22.8";"757.0";"761.2";"";"59";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"16.1";"24.4";"";"";"600-1000";"";"";"16.0";"14.4";"";"";"";"";"";"";
"07.10.2019 04:00";"16.1";"756.6";"760.5";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.1";"27.2";"";"";"200-300";"";"";"16.0";"12.8";"";"";"";"";"";"";
"06.10.2019 22:00";"20.0";"757.6";"761.5";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.1";"23.9";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"06.10.2019 16:00";"23.9";"756.3";"760.3";"";"50";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"16.1";"27.2";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"06.10.2019 10:00";"25.6";"758.6";"762.7";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"15.6";"25.6";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"06.10.2019 04:00";"17.2";"757.3";"761.4";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.1";"25.0";"";"";"200-300";"";"";"16.0";"13.9";"";"";"";"";"";"";
"05.10.2019 22:00";"18.9";"757.6";"761.5";"";"75";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.1";"22.8";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"05.10.2019 16:00";"22.8";"757.0";"761.0";"";"48";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"16.1";"25.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"05.10.2019 10:00";"23.9";"759.1";"763.2";"";"45";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"15.6";"23.9";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"05.10.2019 04:00";"16.1";"757.6";"761.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.1";"23.9";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"04.10.2019 22:00";"19.4";"757.8";"761.8";"";"79";"";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"04.10.2019 16:00";"21.7";"757.0";"761.2";"";"63";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"04.10.2019 10:00";"22.8";"758.3";"762.4";"";"43";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"04.10.2019 04:00";"13.9";"757.3";"761.2";"";"90";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"13.3";"";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"03.10.2019 22:00";"16.7";"756.8";"760.8";"";"86";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"03.10.2019 16:00";"20.6";"755.5";"759.7";"";"61";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"03.10.2019 10:00";"20.6";"756.8";"760.9";"";"68";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"03.10.2019 04:00";"13.3";"755.8";"759.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"22.8";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"02.10.2019 22:00";"18.9";"755.8";"759.7";"";"65";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"21.1";"";"";"";"";"";"16.0";"12.2";"";"";"";"";"";"";
"02.10.2019 16:00";"21.1";"754.8";"758.9";"";"61";"Wind blowing from the west-southwest";"7";"";"";"no clouds";" ";"";"";"12.8";"22.8";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"02.10.2019 10:00";"21.7";"757.0";"760.9";"";"42";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"12.2";"21.7";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"02.10.2019 04:00";"12.8";"755.8";"759.7";"";"74";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"12.8";"23.9";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"01.10.2019 22:00";"19.4";"755.3";"759.2";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"15.0";"21.7";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"01.10.2019 16:00";"21.7";"754.3";"758.2";"";"57";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"15.0";"23.9";"";"";"1500-2000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"01.10.2019 10:00";"21.7";"755.3";"759.1";"";"47";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"15.0";"22.2";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"01.10.2019 04:00";"15.6";"753.5";"757.4";"";"62";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"15.0";"22.8";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"30.09.2019 22:00";"19.4";"753.3";"757.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.7";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
