# Weather station Chicago / Midway (airport), USA, WMO_ID=72534,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72534&lang=en
#
"Local time in Chicago / Midway (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.10.2019 15:00";"0.0";"742.2";"759.7";"";"92";"Wind blowing from the north-west";"8";"14";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"1.2";"-1.1";"0.3";"3";"";"";"";"";
"31.10.2019 09:00";"1.1";"738.9";"756.1";"";"89";"Wind blowing from the north-northwest";"8";"12";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"2.0";"-0.6";"0.3";"3";"";"";"";"";
"31.10.2019 03:00";"1.7";"741.7";"758.9";"";"96";"Wind blowing from the north-northwest";"7";"";"";"100%.";"Ice pellets ";"";"";"";"";"";"";"100-200";"";"";"4.0";"1.1";"2.0";"3";"";"";"";"";
"30.10.2019 21:00";"5.6";"744.7";"762.0";"";"92";"Wind blowing from the north";"5";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"4.4";"0.5";"3";"";"";"";"";
"30.10.2019 15:00";"5.6";"746.4";"763.9";"";"92";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Drizzle, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"4.4";"0.5";"3";"";"";"";"";
"30.10.2019 09:00";"3.9";"750.7";"768.2";"";"93";"Wind blowing from the north-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"2.8";"5.0";"3";"";"";"";"";
"30.10.2019 03:00";"1.7";"752.4";"769.9";"";"93";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"4.0";"0.6";"3.0";"3";"";"";"";"";
"29.10.2019 21:00";"4.4";"752.2";"769.9";"";"65";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"29.10.2019 15:00";"5.6";"751.1";"768.6";"";"71";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"0.6";"";"";"";"";"";"";
"29.10.2019 09:00";"3.3";"749.9";"767.3";"";"89";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"1.7";"Trace of precipitation";"3";"";"";"";"";
"29.10.2019 03:00";"5.0";"746.4";"763.6";"";"89";"Wind blowing from the north-northwest";"7";"10";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"4.8";"3.3";"3.0";"3";"";"";"";"";
"28.10.2019 21:00";"7.8";"745.9";"763.0";"";"89";"Wind blowing from the east";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"6.1";"Trace of precipitation";"3";"";"";"";"";
"28.10.2019 15:00";"10.6";"746.2";"763.2";"";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"28.10.2019 09:00";"8.9";"746.6";"763.6";"";"77";"Wind blowing from the north-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"5.0";"";"";"";"";"";"";
"28.10.2019 03:00";"8.3";"745.4";"762.4";"";"83";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"27.10.2019 21:00";"11.1";"744.1";"761.2";"";"77";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"27.10.2019 15:00";"14.4";"743.6";"760.4";"";"51";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"27.10.2019 09:00";"8.3";"742.6";"759.7";"";"74";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"3.9";"";"";"";"";"";"";
"27.10.2019 03:00";"8.3";"735.9";"752.7";"";"90";"Wind blowing from the west-northwest";"8";"14";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"6.7";"0.8";"3";"";"";"";"";
"26.10.2019 21:00";"10.6";"730.4";"747.1";"";"92";"Wind blowing from the north-east";"8";"11";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"9.4";"19.0";"3";"";"";"";"";
"26.10.2019 15:00";"8.9";"737.9";"755.1";"";"93";"Wind blowing from the east-northeast";"9";"13";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"4.0";"7.8";"6.0";"3";"";"";"";"";
"26.10.2019 09:00";"8.3";"745.9";"763.0";"";"74";"Wind blowing from the east";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"26.10.2019 03:00";"4.4";"748.6";"765.9";"";"86";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"25.10.2019 21:00";"6.7";"751.1";"768.5";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"25.10.2019 15:00";"9.4";"751.6";"769.0";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"25.10.2019 09:00";"8.3";"753.9";"771.1";"";"69";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"25.10.2019 03:00";"7.2";"753.6";"770.8";"";"74";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"24.10.2019 21:00";"8.3";"754.1";"771.4";"";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"24.10.2019 15:00";"10.6";"752.6";"769.8";"";"54";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"24.10.2019 09:00";"8.3";"751.9";"769.1";"";"69";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"24.10.2019 03:00";"7.8";"748.1";"765.1";"";"83";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"5.0";"";"";"";"";"";"";
"23.10.2019 21:00";"12.8";"743.6";"760.5";"";"72";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"7.8";"Trace of precipitation";"3";"";"";"";"";
"23.10.2019 15:00";"15.6";"742.9";"759.9";"";"42";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"23.10.2019 09:00";"8.9";"743.9";"761.0";"";"58";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"23.10.2019 03:00";"6.1";"741.4";"758.4";"";"60";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"22.10.2019 21:00";"10.0";"740.2";"757.0";"";"57";"Wind blowing from the west-southwest";"6";"11";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"1.7";"";"";"";"";"";"";
"22.10.2019 15:00";"10.6";"737.4";"754.1";"";"59";"Wind blowing from the west-southwest";"6";"12";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.8";"Trace of precipitation";"3";"";"";"";"";
"22.10.2019 09:00";"8.9";"734.7";"751.3";"";"80";"Wind blowing from the west-southwest";"7";"12";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"5.6";"0.3";"3";"";"";"";"";
"22.10.2019 03:00";"10.6";"732.7";"749.0";"";"66";"Wind blowing from the south-southwest";"8";"12";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"21.10.2019 21:00";"12.2";"734.4";"750.8";"";"57";"Wind blowing from the south-southwest";"8";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"21.10.2019 15:00";"19.4";"730.9";"747.2";"";"63";"Wind blowing from the south-southwest";"9";"15";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"12.2";"2.0";"3";"";"";"";"";
"21.10.2019 09:00";"16.7";"731.9";"748.4";"";"80";"Wind blowing from the south-southeast";"10";"18";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"13.3";"0.5";"3";"";"";"";"";
"21.10.2019 03:00";"12.2";"739.4";"756.1";"";"90";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"11.0";"10.6";"";"";"";"";"";"";
"20.10.2019 21:00";"10.6";"742.9";"759.8";"";"96";"Wind blowing from the east";"5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"";"";"";"";"50-100";"";"";"0.4";"10.0";"";"";"";"";"";"";
"20.10.2019 15:00";"13.3";"743.2";"760.0";"";"77";"Wind blowing from the east";"5";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"20.10.2019 09:00";"12.8";"743.4";"760.0";"";"77";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"20.10.2019 03:00";"13.3";"739.6";"756.2";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"19.10.2019 21:00";"16.1";"738.7";"755.3";"";"54";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"19.10.2019 15:00";"21.1";"738.1";"754.6";"";"35";"Wind blowing from the south";"6";"9";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"19.10.2019 09:00";"13.3";"741.4";"758.1";"";"57";"Wind blowing from the south";"5";"9";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"19.10.2019 03:00";"8.3";"742.2";"759.0";"";"71";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"18.10.2019 21:00";"11.7";"743.2";"760.1";"";"59";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"18.10.2019 15:00";"15.6";"744.4";"761.3";"";"47";"Wind blowing from the south";"5";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"18.10.2019 09:00";"9.4";"747.1";"764.3";"";"66";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"18.10.2019 03:00";"5.0";"746.6";"763.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"17.10.2019 21:00";"8.3";"746.4";"763.5";"";"77";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"17.10.2019 15:00";"11.7";"745.6";"762.6";"";"52";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"17.10.2019 09:00";"9.4";"746.4";"763.5";"";"64";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"17.10.2019 03:00";"5.6";"745.1";"762.4";"";"79";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"16.10.2019 21:00";"7.2";"745.4";"762.7";"";"68";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"16.10.2019 15:00";"11.1";"744.1";"761.0";"";"50";"Wind blowing from the west-northwest";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"16.10.2019 09:00";"9.4";"742.4";"759.3";"";"64";"Wind blowing from the north-west";"8";"13";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"16.10.2019 03:00";"8.3";"740.2";"756.7";"";"66";"Wind blowing from the west-northwest";"8";"12";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"15.10.2019 21:00";"11.7";"739.9";"756.7";"";"61";"Wind blowing from the west-northwest";"8";"14";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"4.4";"";"";"";"";"";"";
"15.10.2019 15:00";"18.3";"737.7";"754.4";"";"70";"Wind blowing from the south-west";"5";"10";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"15.10.2019 09:00";"12.8";"741.7";"758.4";"";"53";"Wind blowing from the south";"5";"11";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"15.10.2019 03:00";"6.1";"745.6";"762.7";"";"74";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"14.10.2019 21:00";"10.0";"746.4";"763.6";"";"54";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"14.10.2019 15:00";"12.8";"746.6";"763.7";"";"45";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"14.10.2019 09:00";"7.8";"747.7";"764.9";"";"58";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"14.10.2019 03:00";"5.0";"744.9";"762.1";"";"67";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"13.10.2019 21:00";"8.3";"743.9";"761.2";"";"56";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"13.10.2019 15:00";"12.2";"740.7";"757.7";"";"45";"Wind blowing from the west";"6";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"0.6";"";"";"";"";"";"";
"13.10.2019 09:00";"7.8";"741.9";"758.8";"";"56";"Wind blowing from the west";"8";"12";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"13.10.2019 03:00";"4.4";"740.9";"757.9";"";"77";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"0.6";"";"";"";"";"";"";
"12.10.2019 21:00";"10.6";"740.7";"757.7";"";"46";"Wind blowing from the south-southwest";"8";"12";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"12.10.2019 15:00";"12.8";"741.7";"758.6";"";"35";"Wind blowing from the south-southwest";"8";"13";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"12.10.2019 09:00";"6.1";"745.6";"763.0";"";"49";"Wind blowing from the south-west";"11";"17";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"12.10.2019 03:00";"4.4";"745.6";"762.8";"";"58";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"11.10.2019 21:00";"5.6";"746.4";"763.3";"";"58";"Wind blowing from the west";"9";"13";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"11.10.2019 15:00";"6.7";"743.6";"760.3";"";"85";"Wind blowing from the west";"8";"14";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"4.4";"0.3";"3";"";"";"";"";
"11.10.2019 09:00";"18.3";"740.7";"756.9";"";"97";"Wind blowing from the south";"5";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"4.8";"17.8";"8.0";"3";"";"";"";"";
"11.10.2019 03:00";"20.0";"741.7";"757.9";"";"87";"Wind blowing from the south";"7";"11";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"17.8";"Trace of precipitation";"3";"";"";"";"";
"10.10.2019 21:00";"20.6";"743.4";"759.9";"";"73";"Wind blowing from the south-southeast";"4";"8";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"15.6";"0.5";"3";"";"";"";"";
"10.10.2019 15:00";"21.1";"744.7";"761.2";"";"68";"Wind blowing from the south-east";"7";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"15.0";"Trace of precipitation";"3";"";"";"";"";
"10.10.2019 09:00";"16.7";"747.4";"763.9";"";"78";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"10.10.2019 03:00";"14.4";"747.4";"764.0";"";"67";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"09.10.2019 21:00";"16.7";"747.7";"764.2";"";"60";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"09.10.2019 15:00";"20.6";"747.1";"763.9";"";"45";"Wind blowing from the east-northeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"09.10.2019 09:00";"17.2";"749.9";"766.6";"";"50";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"09.10.2019 03:00";"12.8";"748.6";"765.4";"";"62";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"08.10.2019 21:00";"16.1";"748.9";"765.6";"";"70";"Wind blowing from the east-southeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"08.10.2019 15:00";"21.7";"748.9";"765.6";"";"32";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.10.2019 09:00";"16.1";"751.1";"768.1";"";"54";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"08.10.2019 03:00";"10.6";"750.4";"767.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"07.10.2019 21:00";"14.4";"750.1";"767.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"6.1";"";"";"";"";"";"";
"07.10.2019 15:00";"21.1";"748.9";"765.5";"";"34";"Wind blowing from the west";"6";"9";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"4.4";"";"";"";"";"";"";
"07.10.2019 09:00";"16.1";"749.6";"766.3";"";"56";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"07.10.2019 03:00";"12.2";"749.2";"765.8";"";"72";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"06.10.2019 21:00";"15.6";"748.4";"765.2";"";"56";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"06.10.2019 15:00";"19.4";"747.7";"764.3";"";"37";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"06.10.2019 09:00";"15.0";"747.7";"764.4";"";"60";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"06.10.2019 03:00";"13.3";"744.4";"760.9";"";"72";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"05.10.2019 21:00";"15.6";"742.4";"758.9";"";"84";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"12.8";"0.8";"3";"";"";"";"";
"05.10.2019 15:00";"17.8";"745.1";"761.8";"";"56";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"05.10.2019 09:00";"13.9";"748.4";"765.3";"";"64";"Wind blowing from the south-southeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"7.2";"";"";"";"";"";"";
"05.10.2019 03:00";"10.0";"751.4";"768.3";"";"83";"Wind blowing from the east-southeast";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"7.2";"";"";"";"";"";"";
"04.10.2019 21:00";"12.8";"752.9";"769.9";"";"64";"Wind blowing from the north-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"6.1";"";"";"";"";"";"";
"04.10.2019 15:00";"13.9";"753.9";"771.1";"";"69";"Wind blowing from the east-northeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"04.10.2019 09:00";"13.3";"754.9";"771.7";"";"81";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"04.10.2019 03:00";"9.4";"752.9";"769.9";"";"77";"Wind blowing from the north";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"03.10.2019 21:00";"13.3";"751.1";"767.9";"";"65";"Wind blowing from the north-northwest";"5";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"03.10.2019 15:00";"17.2";"747.7";"764.4";"";"65";"Wind blowing from the west-northwest";"6";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"03.10.2019 09:00";"16.7";"745.6";"762.2";"";"86";"Wind blowing from the west-northwest";"6";"11";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"03.10.2019 03:00";"17.2";"742.4";"758.8";"";"97";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"12.0";"16.7";"5.0";"3";"";"";"";"";
"02.10.2019 21:00";"17.2";"742.9";"759.4";"";"97";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"2.8";"16.7";"0.3";"3";"";"";"";"";
