# Weather station Springfield (airport), USA, WMO_ID=72440,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72440&lang=en
#
"Local time in Springfield (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.10.2019 00:00";"-0.6";"730.4";"765.9";"";"89";"Wind blowing from the north-west";"6";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-0.6";"2.8";"";"";"200-300";"";"";"9.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"30.10.2019 18:00";"2.2";"728.5";"763.6";"";"89";"Wind blowing from the north-northwest";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"2.2";"3.9";"";"";"100-200";"";"";"4.8";"0.6";"1.0";"6";"";"";"";"";
"30.10.2019 12:00";"2.8";"728.0";"763.0";"";"93";"Wind blowing from the north-northeast";"7";"";"";"100%.";"Mist. ";"";"";"2.8";"3.9";"";"";"50-100";"";"";"4.0";"1.7";"5.0";"6";"";"";"";"";
"30.10.2019 06:00";"2.8";"729.4";"764.5";"";"89";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"2.2";"5.0";"";"";"200-300";"";"";"6.0";"1.1";"14.0";"6";"";"";"";"";
"30.10.2019 00:00";"2.8";"730.2";"765.2";"";"93";"Wind blowing from the north-east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.8";"5.0";"";"";"100-200";"";"";"9.0";"1.7";"10.0";"6";"";"";"";"";
"29.10.2019 18:00";"3.9";"731.2";"766.2";"";"89";"Wind blowing from the north-northeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.3";"5.0";"";"";"200-300";"";"";"16.0";"2.2";"7.0";"6";"";"";"";"";
"29.10.2019 12:00";"4.4";"731.7";"766.8";"";"89";"Wind blowing from the north-east";"5";"";"";"100%.";"Mist. ";"";"";"3.3";"5.0";"";"";"100-200";"";"";"9.0";"2.8";"Trace of precipitation";"6";"";"";"";"";
"29.10.2019 06:00";"3.3";"731.2";"766.0";"";"97";"Wind blowing from the north";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"3.3";"16.7";"";"";"50-100";"";"";"3.2";"2.8";"Trace of precipitation";"6";"";"";"";"";
"29.10.2019 00:00";"5.0";"729.7";"764.4";"";"93";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.0";"14.4";"";"";"200-300";"";"";"16.0";"3.9";"2.0";"6";"";"";"";"";
"28.10.2019 18:00";"12.2";"726.5";"760.9";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"7.8";"16.7";"";"";"600-1000";"";"";"14.0";"9.4";"";"";"";"";"";"";
"28.10.2019 12:00";"11.7";"728.0";"762.4";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"7.8";"11.7";"";"";"200-300";"";"";"9.0";"8.3";"";"";"";"";"";"";
"28.10.2019 06:00";"7.8";"728.7";"763.2";"";"89";"Wind blowing from the north-northwest";"5";"";"";"100%.";" ";"";"";"7.8";"20.0";"";"";"200-300";"";"";"16.0";"6.1";"";"";"";"";"";"";
"28.10.2019 00:00";"11.1";"727.3";"761.4";"";"89";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"5.0";"13.9";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"27.10.2019 18:00";"13.9";"725.8";"760.3";"";"74";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"5.0";"20.0";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"27.10.2019 12:00";"17.2";"726.7";"761.1";"";"58";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"5.6";"17.2";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"27.10.2019 06:00";"5.6";"725.3";"760.0";"";"96";"Wind blowing from the south-southeast";"3";"";"";"20–30%.";" ";"";"";"5.0";"10.6";"";"";"50-100";"";"";"8.0";"5.0";"";"";"";"";"";"";
"27.10.2019 00:00";"5.6";"723.6";"757.9";"";"96";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"5.0";"8.9";"";"";"";"";"";"9.0";"5.0";"";"";"";"";"";"";
"26.10.2019 18:00";"8.9";"721.1";"755.5";"";"93";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"6.7";"10.6";"";"";"600-1000";"";"";"16.0";"7.8";"0.3";"6";"";"";"";"";
"26.10.2019 12:00";"8.9";"720.4";"754.7";"";"89";"Wind blowing from the north-northwest";"7";"";"";"100%.";" ";"";"";"7.2";"8.9";"";"";"200-300";"";"";"11.0";"7.2";"2.0";"6";"";"";"";"";
"26.10.2019 06:00";"7.2";"723.1";"757.4";"";"86";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"6.7";"10.0";"";"";"1000-1500";"";"";"16.0";"5.0";"Trace of precipitation";"6";"";"";"";"";
"26.10.2019 00:00";"7.2";"728.0";"762.8";"";"83";"Wind blowing from the north-northeast";"4";"";"";"100%.";" ";"";"";"6.1";"8.9";"";"";"1000-1500";"";"";"16.0";"4.4";"";"";"";"";"";"";
"25.10.2019 18:00";"8.9";"730.9";"765.7";"";"80";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"6.1";"10.0";"";"";"2000-2500";"";"";"16.0";"5.6";"";"";"";"";"";"";
"25.10.2019 12:00";"7.8";"733.3";"768.2";"";"93";"Wind blowing from the north-northeast";"6";"";"";"100%.";"Mist. ";"";"";"6.7";"8.3";"";"";"200-300";"";"";"9.0";"6.7";"2.0";"6";"";"";"";"";
"25.10.2019 06:00";"6.7";"733.9";"768.9";"";"93";"Wind blowing from the north-east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"6.1";"";"";"";"100-200";"";"";"11.0";"5.6";"2.0";"6";"";"";"";"";
"25.10.2019 00:00";"6.1";"733.6";"768.6";"";"93";"Wind blowing from the east-northeast";"5";"";"";"100%.";" ";"";"";"6.1";"";"";"";"100-200";"";"";"16.0";"5.0";"4.0";"6";"";"";"";"";
"24.10.2019 18:00";"7.2";"733.9";"768.8";"";"90";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.2";"9.4";"";"";"200-300";"";"";"16.0";"5.6";"3.0";"6";"";"";"";"";
"24.10.2019 12:00";"8.3";"734.3";"769.0";"";"90";"Wind blowing from the north";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.3";"14.4";"";"";"200-300";"";"";"16.0";"6.7";"17.0";"6";"";"";"";"";
"24.10.2019 06:00";"9.4";"732.9";"767.5";"";"86";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"9.4";"22.8";"";"";"1500-2000";"";"";"9.0";"7.2";"3.0";"6";"";"";"";"";
"24.10.2019 00:00";"15.0";"730.4";"764.4";"";"54";"";"2";"10";"";"70 – 80%.";" ";"";"";"5.6";"17.2";"";"";"2000-2500";"";"";"16.0";"5.6";"";"";"";"";"";"";
"23.10.2019 18:00";"16.1";"727.3";"761.5";"";"43";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"5.6";"22.8";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"23.10.2019 12:00";"21.7";"726.7";"761.1";"";"30";"Wind blowing from the south-southwest";"11";"16";"";"no clouds";" ";"";"";"7.8";"21.7";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"23.10.2019 06:00";"7.8";"727.5";"762.1";"";"71";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"5.6";"16.1";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"23.10.2019 00:00";"6.1";"728.0";"762.4";"";"71";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"5.6";"11.7";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"22.10.2019 18:00";"11.7";"728.5";"763.1";"";"47";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"7.2";"16.1";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"22.10.2019 12:00";"14.4";"728.7";"763.1";"";"38";"Wind blowing from the west-northwest";"8";"15";"";"no clouds";" ";"";"";"6.7";"15.0";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"22.10.2019 06:00";"7.2";"727.3";"761.8";"";"58";"Wind blowing from the west";"6";"10";"";"no clouds";" ";"";"";"7.2";"18.3";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"22.10.2019 00:00";"10.0";"725.3";"759.6";"";"59";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"10.0";"18.3";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"21.10.2019 18:00";"12.2";"721.9";"755.8";"";"53";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"12.2";"16.7";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"21.10.2019 12:00";"13.9";"720.7";"754.3";"";"51";"Wind blowing from the west-southwest";"8";"12";"";"no clouds";" ";"";"";"10.0";"18.3";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"21.10.2019 06:00";"12.2";"717.7";"751.3";"";"75";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"12.2";"22.8";"";"";"";"";"";"16.0";"7.8";"23.0";"6";"";"";"";"";
"21.10.2019 00:00";"18.3";"716.0";"749.3";"";"90";"Wind blowing from the south";"5";"13";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"";"";"";"19.4";"";"";"300-600";"";"";"6.0";"16.7";"3.0";"6";"";"";"";"";
"20.10.2019 18:00";"19.4";"720.1";"753.9";"";"71";"Wind blowing from the south-east";"5";"";"";"no clouds";" ";"";"";"6.7";"22.8";"";"";"";"";"";"16.0";"13.9";"Trace of precipitation";"6";"";"";"";"";
"20.10.2019 12:00";"18.9";"723.1";"757.0";"";"65";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";" ";"";"";"10.0";"20.0";"";"";"600-1000";"";"";"16.0";"12.2";"";"";"";"";"";"";
"20.10.2019 06:00";"8.9";"723.6";"757.8";"";"96";"Wind blowing from the south-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"6.7";"17.2";"";"";"50-100";"";"";"0.4";"8.3";"";"";"";"";"";"";
"20.10.2019 00:00";"10.0";"723.6";"757.7";"";"93";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"10.0";"15.6";"";"";"";"";"";"12.0";"8.9";"Trace of precipitation";"6";"";"";"";"";
"19.10.2019 18:00";"15.6";"722.4";"756.4";"";"72";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"10.0";"17.2";"";"";"1000-1500";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"19.10.2019 12:00";"15.0";"722.4";"756.5";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"10.0";"15.6";"";"";"1000-1500";"";"";"9.0";"10.0";"0.8";"6";"";"";"";"";
"19.10.2019 06:00";"10.6";"722.1";"756.2";"";"74";"Wind blowing from the south-southeast";"5";"";"";"no clouds";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.0";"21.1";"";"";"";"";"";"16.0";"6.1";"Trace of precipitation";"6";"";"";"";"";
"19.10.2019 00:00";"12.2";"721.6";"755.4";"";"67";"Wind blowing from the south-southeast";"6";"";"";"no clouds";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.3";"17.2";"";"";"";"";"";"16.0";"6.1";"Trace of precipitation";"6";"";"";"";"";
"18.10.2019 18:00";"17.2";"721.9";"755.9";"";"52";"Wind blowing from the south-southeast";"6";"11";"";"no clouds";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.3";"21.1";"";"";"";"";"";"16.0";"7.2";"Trace of precipitation";"6";"";"";"";"";
"18.10.2019 12:00";"19.4";"725.1";"759.0";"";"44";"Wind blowing from the south-east";"9";"";"";"no clouds";" ";"";"";"8.3";"19.4";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"18.10.2019 06:00";"8.9";"726.1";"760.3";"";"83";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"8.3";"20.0";"";"";"";"";"";"16.0";"6.1";"";"";"";"";"";"";
"18.10.2019 00:00";"10.6";"725.5";"759.7";"";"77";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"3.3";"15.0";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"17.10.2019 18:00";"15.0";"726.3";"760.6";"";"56";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"3.3";"20.0";"";"";"";"";"";"16.0";"6.1";"";"";"";"";"";"";
"17.10.2019 12:00";"16.7";"728.2";"762.7";"";"52";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"3.9";"16.7";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"17.10.2019 06:00";"4.4";"729.7";"764.4";"";"89";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"3.3";"13.9";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"17.10.2019 00:00";"4.4";"729.7";"764.5";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.8";"10.0";"";"";"";"";"";"14.0";"2.2";"";"";"";"";"";"";
"16.10.2019 18:00";"10.0";"730.2";"765.1";"";"68";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"";"";"2.8";"13.9";"";"";"";"";"";"4.8";"4.4";"";"";"";"";"";"";
"16.10.2019 12:00";"11.7";"731.7";"766.4";"";"59";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"2.8";"12.2";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"16.10.2019 06:00";"3.3";"730.7";"765.6";"";"83";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"2.8";"21.7";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"16.10.2019 00:00";"7.2";"729.7";"764.1";"";"77";"Wind blowing from the north-northwest";"6";"";"";"no clouds";" ";"";"";"7.2";"16.1";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"15.10.2019 18:00";"11.7";"727.0";"761.1";"";"89";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"11.7";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"7.0";"6";"";"";"";"";
"15.10.2019 12:00";"21.7";"725.1";"758.8";"";"79";"Wind blowing from the south-southwest";"5";"";"";"100%.";" ";"";"";"16.1";"21.7";"";"";"300-600";"";"";"16.0";"17.8";"";"";"";"";"";"";
"15.10.2019 06:00";"16.1";"725.5";"759.4";"";"87";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"13.3";"23.3";"";"";"200-300";"";"";"16.0";"13.9";"";"";"";"";"";"";
"15.10.2019 00:00";"14.4";"726.1";"760.0";"";"72";"Wind blowing from the south-southeast";"7";"";"";"20–30%.";" ";"";"";"5.6";"18.3";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"14.10.2019 18:00";"18.3";"726.1";"760.4";"";"52";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"5.6";"23.3";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"14.10.2019 12:00";"21.7";"728.5";"762.7";"";"38";"Wind blowing from the south-east";"5";"8";"";"no clouds";" ";"";"";"5.6";"21.7";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"14.10.2019 06:00";"6.1";"729.2";"763.8";"";"86";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"5.6";"22.2";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"14.10.2019 00:00";"6.1";"728.2";"762.5";"";"82";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"3.3";"14.4";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"13.10.2019 18:00";"14.4";"726.5";"761.2";"";"51";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"3.3";"22.2";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"13.10.2019 12:00";"19.4";"727.5";"761.8";"";"28";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"3.3";"20.0";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"13.10.2019 06:00";"3.3";"727.5";"762.2";"";"83";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"3.3";"16.7";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"13.10.2019 00:00";"6.1";"727.3";"761.8";"";"71";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-0.5";"11.1";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"12.10.2019 18:00";"11.1";"728.0";"762.8";"";"47";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-0.5";"16.7";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"12.10.2019 12:00";"15.0";"731.4";"766.1";"";"29";"Wind blowing from the south-west";"6";"9";"";"no clouds";" ";"";"";"-1.1";"15.0";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"12.10.2019 06:00";"-0.6";"732.4";"767.7";"";"82";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"-0.6";"10.6";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"12.10.2019 00:00";"1.7";"733.1";"768.1";"";"72";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"1.1";"9.4";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"11.10.2019 18:00";"7.2";"732.4";"767.4";"";"52";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"4.4";"10.6";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"11.10.2019 12:00";"8.3";"732.4";"767.2";"";"61";"Wind blowing from the west";"9";"11";"";"70 – 80%.";" ";"";"";"4.4";"9.4";"";"";"600-1000";"";"";"16.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"11.10.2019 06:00";"4.4";"730.2";"764.5";"";"93";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"";"4.4";"21.7";"";"";"200-300";"";"";"11.0";"3.3";"36.0";"6";"";"";"";"";
"11.10.2019 00:00";"9.4";"726.7";"760.9";"";"93";"Wind blowing from the north-west";"3";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"";"";"9.4";"20.6";"";"";"100-200";"";"";"6.0";"8.3";"15.0";"6";"";"";"";"";
"10.10.2019 18:00";"20.6";"722.8";"756.4";"";"93";"Wind blowing from the south-southeast";"8";"";"";"70 – 80%.";" ";"";"";"17.8";"21.7";"";"";"2500 or more, or no clouds.";"";"";"14.0";"19.4";"19.0";"6";"";"";"";"";
"10.10.2019 12:00";"19.4";"723.8";"757.4";"";"91";"Wind blowing from the south-southeast";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"18.3";"21.7";"";"";"1500-2000";"";"";"4.8";"17.8";"3.0";"6";"";"";"";"";
"10.10.2019 06:00";"18.9";"723.4";"757.0";"";"81";"Wind blowing from the south-southeast";"8";"13";"";"20–30%.";" ";"";"";"17.8";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"2.0";"6";"";"";"";"";
"10.10.2019 00:00";"17.8";"725.3";"759.1";"";"75";"Wind blowing from the south-southeast";"8";"";"";"no clouds";" ";"";"";"";"20.0";"";"";"";"";"";"16.0";"13.3";"Trace of precipitation";"6";"";"";"";"";
"09.10.2019 18:00";"19.4";"724.3";"758.5";"";"66";"Wind blowing from the south-east";"7";"";"";"no clouds";" ";"";"";"7.2";"22.8";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"09.10.2019 12:00";"21.7";"727.5";"761.5";"";"46";"Wind blowing from the south-southeast";"4";"9";"";"no clouds";" ";"";"";"8.9";"22.2";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"09.10.2019 06:00";"8.9";"728.0";"762.4";"";"80";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"7.2";"22.2";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"09.10.2019 00:00";"13.3";"728.7";"762.7";"";"65";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"6.7";"16.7";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"08.10.2019 18:00";"16.7";"728.7";"763.1";"";"52";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"6.7";"22.2";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"08.10.2019 12:00";"20.6";"731.4";"765.7";"";"36";"Wind blowing from the south";"3";"9";"";"no clouds";" ";"";"";"6.7";"21.1";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"08.10.2019 06:00";"7.2";"732.1";"766.7";"";"83";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"6.7";"21.7";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.10.2019 00:00";"11.1";"732.1";"766.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.7";"18.3";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"07.10.2019 18:00";"18.3";"732.4";"766.9";"";"42";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"6.7";"21.7";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"07.10.2019 12:00";"20.0";"734.6";"769.0";"";"38";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"6.1";"20.6";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"07.10.2019 06:00";"6.7";"733.9";"768.8";"";"96";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Mist. ";"";"";"6.7";"20.6";"";"";"";"";"";"6.0";"6.1";"";"";"";"";"";"";
"07.10.2019 00:00";"11.1";"733.6";"768.2";"";"89";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"06.10.2019 18:00";"13.3";"731.4";"765.8";"";"81";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"12.8";"15.6";"";"";"1000-1500";"";"";"16.0";"10.0";"5.0";"6";"";"";"";"";
"06.10.2019 12:00";"13.9";"730.7";"764.8";"";"90";"Wind blowing from the north";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.9";"20.6";"";"";"300-600";"";"";"16.0";"12.2";"3.0";"6";"";"";"";"";
"06.10.2019 06:00";"15.6";"729.2";"763.0";"";"80";"Wind blowing from the north-east";"6";"";"";"100%.";" ";"";"";"15.6";"29.4";"";"";"300-600";"";"";"16.0";"12.2";"2.0";"6";"";"";"";"";
"06.10.2019 00:00";"20.0";"727.7";"761.2";"";"93";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"16.1";"21.7";"";"";"100-200";"";"";"12.0";"18.9";"7.0";"6";"";"";"";"";
"05.10.2019 18:00";"21.7";"726.3";"760.2";"";"90";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"16.1";"29.4";"";"";"1500-2000";"";"";"11.0";"20.0";"12.0";"6";"";"";"";"";
"05.10.2019 12:00";"27.2";"727.3";"760.9";"";"49";"Wind blowing from the south-southwest";"5";"10";"";"no clouds";" ";"";"";"15.6";"27.2";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"05.10.2019 06:00";"16.1";"728.7";"762.7";"";"63";"Wind blowing from the south-southeast";"7";"";"";"no clouds";" ";"";"";"16.1";"25.0";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"05.10.2019 00:00";"17.8";"730.2";"764.0";"";"58";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"11.7";"21.7";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"04.10.2019 18:00";"21.7";"731.4";"765.7";"";"53";"Wind blowing from the east-northeast";"3";"";"";"20–30%.";" ";"";"";"11.7";"25.0";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"04.10.2019 12:00";"21.7";"733.1";"767.5";"";"46";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"11.7";"21.7";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"04.10.2019 06:00";"11.7";"734.3";"768.9";"";"83";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"11.7";"23.3";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"04.10.2019 00:00";"12.8";"733.6";"768.1";"";"87";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"12.8";"23.3";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"03.10.2019 18:00";"17.2";"732.1";"766.3";"";"73";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"17.2";"22.2";"";"";"";"";"";"16.0";"12.2";"";"";"";"";"";"";
"03.10.2019 12:00";"18.9";"732.7";"766.6";"";"73";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"16.1";"23.3";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"03.10.2019 06:00";"18.9";"730.7";"764.3";"";"93";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"18.9";"32.8";"";"";"100-200";"";"";"16.0";"17.8";"";"";"";"";"";"";
"03.10.2019 00:00";"21.1";"727.3";"760.8";"";"82";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"19.4";"26.7";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.10.2019 18:00";"26.7";"726.1";"759.4";"";"64";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"19.4";"32.8";"";"";"";"";"";"16.0";"19.4";"";"";"";"";"";"";
"02.10.2019 12:00";"30.0";"727.5";"760.8";"";"53";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"20.6";"31.7";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"02.10.2019 06:00";"20.6";"727.5";"761.0";"";"84";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"19.4";"32.2";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.10.2019 00:00";"22.8";"726.5";"759.7";"";"79";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"21.1";"26.7";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
"01.10.2019 18:00";"26.7";"726.3";"759.7";"";"62";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"21.7";"32.2";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
