# Weather station Newark (airport), USA, WMO_ID=72502,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72502&lang=en
#
"Local time in Newark (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.11.2019 13:00";"13.9";"763.1";"763.8";"";"34";"Wind blowing from the west";"10";"13";"";"20–30%.";" ";"";"";"7.2";"13.9";"";"";"1500-2000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"01.11.2019 07:00";"7.2";"760.3";"760.9";"";"56";"Wind blowing from the west";"7";"11";"";"20–30%.";" ";"";"";"7.2";"23.3";"";"";"1000-1500";"";"";"16.0";"-1.1";"0.5";"6";"";"";"";"";
"01.11.2019 01:00";"13.9";"752.2";"752.8";"";"83";"Wind blowing from the west";"9";"15";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.9";"22.8";"";"";"600-1000";"";"";"16.0";"11.1";"1.0";"6";"";"";"";"";
"31.10.2019 19:00";"22.2";"752.5";"753.1";"";"84";"Wind blowing from the south";"6";"11";"";"100%.";" ";"";"";"18.3";"23.3";"";"";"300-600";"";"";"16.0";"19.4";"0.3";"6";"";"";"";"";
"31.10.2019 13:00";"22.8";"756.3";"756.8";"";"84";"Wind blowing from the south-southwest";"5";"9";"";"100%.";" ";"";"";"17.2";"22.8";"";"";"200-300";"";"";"16.0";"20.0";"6.0";"6";"";"";"";"";
"31.10.2019 07:00";"18.3";"759.8";"760.4";"";"97";"Wind blowing from the south";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"16.7";"18.3";"";"";"100-200";"";"";"9.0";"17.8";"5.0";"6";"";"";"";"";
"31.10.2019 01:00";"16.7";"763.1";"763.7";"";"96";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"17.2";"";"";"100-200";"";"";"8.0";"16.1";"5.0";"6";"";"";"";"";
"30.10.2019 19:00";"17.2";"764.9";"765.4";"";"90";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"14.4";"18.3";"";"";"200-300";"";"";"16.0";"15.6";"";"";"";"";"";"";
"30.10.2019 13:00";"17.8";"766.6";"767.3";"";"90";"Wind blowing from the north-northeast";"4";"";"";"100%.";" ";"";"";"14.4";"17.8";"";"";"200-300";"";"";"11.0";"16.1";"Trace of precipitation";"6";"";"";"";"";
"30.10.2019 07:00";"14.4";"768.4";"769.1";"";"100";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"14.4";"15.6";"";"";"50-100";"";"";"3.2";"14.4";"1.0";"6";"";"";"";"";
"30.10.2019 01:00";"15.0";"768.4";"769.0";"";"96";"Wind blowing from the north";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"15.0";"";"";"50-100";"";"";"1.6";"14.4";"1.0";"6";"";"";"";"";
"29.10.2019 19:00";"14.4";"768.2";"768.7";"";"100";"Wind blowing from the north";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"12.8";"15.6";"";"";"100-200";"";"";"2.4";"14.4";"2.0";"6";"";"";"";"";
"29.10.2019 13:00";"15.0";"768.2";"768.7";"";"96";"Wind blowing from the north-east";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"12.8";"15.0";"";"";"100-200";"";"";"2.4";"14.4";"0.8";"6";"";"";"";"";
"29.10.2019 07:00";"13.3";"768.7";"769.2";"";"87";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"12.8";"";"";"";"200-300";"";"";"12.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"29.10.2019 01:00";"13.3";"768.7";"769.3";"";"90";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"15.0";"";"";"200-300";"";"";"14.0";"11.7";"0.3";"6";"";"";"";"";
"28.10.2019 19:00";"14.4";"767.7";"768.3";"";"84";"Wind blowing from the east-southeast";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"17.2";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"28.10.2019 13:00";"16.7";"766.4";"766.9";"";"62";"";"2";"";"";"100%.";" ";"";"";"15.0";"16.7";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"28.10.2019 07:00";"15.0";"764.1";"764.8";"";"67";"Wind blowing from the north-northwest";"4";"";"";"50%.";" ";"";"";"12.8";"21.1";"";"";"1000-1500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"28.10.2019 01:00";"13.9";"760.0";"760.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"17.2";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"27.10.2019 19:00";"17.2";"756.5";"757.2";"";"87";"Wind blowing from the north-northwest";"4";"";"";"20–30%.";" ";"";"";"13.9";"21.1";"";"";"300-600";"";"";"16.0";"15.0";"1.0";"6";"";"";"";"";
"27.10.2019 13:00";"18.9";"753.4";"754.1";"";"96";"Wind blowing from the south-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"14.4";"18.9";"";"";"200-300";"";"";"11.0";"18.3";"32.0";"6";"";"";"";"";
"27.10.2019 07:00";"15.0";"761.6";"762.1";"";"90";"Wind blowing from the east-southeast";"6";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.9";"";"";"";"300-600";"";"";"11.0";"13.3";"2.0";"6";"";"";"";"";
"27.10.2019 01:00";"13.9";"766.2";"766.6";"";"69";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.0";"15.0";"";"";"1500-2000";"";"";"16.0";"8.3";"0.3";"6";"";"";"";"";
"26.10.2019 19:00";"14.4";"767.4";"768.1";"";"62";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"10.0";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"Trace of precipitation";"6";"";"";"";"";
"26.10.2019 13:00";"16.7";"766.9";"767.5";"";"44";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"10.0";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"26.10.2019 07:00";"10.0";"767.2";"767.7";"";"83";"Wind blowing from the north-northeast";"3";"";"";"50%.";" ";"";"";"10.0";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"26.10.2019 01:00";"15.0";"765.4";"766.0";"";"78";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"25.10.2019 19:00";"16.1";"765.7";"766.1";"";"78";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"7.8";"19.4";"";"";"1000-1500";"";"";"16.0";"12.2";"";"";"";"";"";"";
"25.10.2019 13:00";"17.8";"767.2";"767.8";"";"60";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"8.3";"17.8";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"25.10.2019 07:00";"8.3";"769.5";"769.9";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"7.8";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"25.10.2019 01:00";"11.1";"769.0";"769.5";"";"69";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"7.2";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"24.10.2019 19:00";"15.0";"768.4";"769.1";"";"49";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"7.2";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"24.10.2019 13:00";"20.0";"768.2";"768.8";"";"30";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"7.8";"20.6";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"24.10.2019 07:00";"7.8";"769.2";"769.8";"";"68";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"7.2";"20.0";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"24.10.2019 01:00";"10.0";"766.6";"767.2";"";"57";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"10.0";"16.7";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"23.10.2019 19:00";"15.0";"763.9";"764.5";"";"44";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"13.3";"20.0";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"23.10.2019 13:00";"18.9";"760.0";"760.6";"";"33";"Wind blowing from the west";"7";"12";"";"20–30%.";" ";"";"";"13.9";"19.4";"";"";"1500-2000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"23.10.2019 07:00";"13.9";"758.3";"758.9";"";"87";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"13.3";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"23.10.2019 01:00";"16.7";"755.5";"756.0";"";"90";"Wind blowing from the north-west";"7";"";"";"100%.";" ";"";"";"";"17.8";"";"";"200-300";"";"";"16.0";"15.0";"9.0";"6";"";"";"";"";
"22.10.2019 19:00";"15.6";"758.0";"758.6";"";"96";"Wind blowing from the east";"6";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"12.8";"16.7";"";"";"100-200";"";"";"1.6";"15.0";"4.0";"6";"";"";"";"";
"22.10.2019 13:00";"16.7";"760.3";"760.8";"";"84";"Wind blowing from the east";"5";"9";"";"100%.";" ";"";"";"14.4";"16.7";"";"";"300-600";"";"";"14.0";"13.9";"";"";"";"";"";"";
"22.10.2019 07:00";"14.4";"762.9";"763.3";"";"72";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"11.7";"";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"22.10.2019 01:00";"14.4";"764.1";"764.6";"";"72";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"9.4";"15.6";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"21.10.2019 19:00";"15.6";"764.1";"764.7";"";"72";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"9.4";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"21.10.2019 13:00";"18.9";"762.6";"763.1";"";"45";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"10.6";"18.9";"";"";"1000-1500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"21.10.2019 07:00";"10.6";"762.6";"763.3";"";"83";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"9.4";"14.4";"";"";"";"";"";"16.0";"7.8";"Trace of precipitation";"6";"";"";"";"";
"21.10.2019 01:00";"11.7";"760.6";"761.3";"";"89";"Wind blowing from the south";"2";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"12.2";"";"";"300-600";"";"";"16.0";"10.0";"2.0";"6";"";"";"";"";
"20.10.2019 19:00";"12.2";"761.1";"761.6";"";"90";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"6.7";"14.4";"";"";"300-600";"";"";"16.0";"10.6";"14.0";"6";"";"";"";"";
"20.10.2019 13:00";"13.3";"762.1";"762.7";"";"87";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.8";"14.4";"";"";"600-1000";"";"";"8.0";"11.1";"1.0";"6";"";"";"";"";
"20.10.2019 07:00";"7.8";"762.1";"762.7";"";"86";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"6.7";"17.2";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"20.10.2019 01:00";"8.9";"762.6";"763.3";"";"74";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"4.4";"13.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"19.10.2019 19:00";"13.3";"761.8";"762.6";"";"62";"";"3";"";"";"70 – 80%.";" ";"";"";"4.4";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"19.10.2019 13:00";"15.0";"762.6";"763.1";"";"41";"";"2";"";"";"50%.";" ";"";"";"6.1";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"19.10.2019 07:00";"6.1";"763.6";"764.1";"";"80";"";"2";"";"";"20–30%.";" ";"";"";"4.4";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"19.10.2019 01:00";"7.8";"762.4";"762.9";"";"66";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"7.8";"11.7";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"18.10.2019 19:00";"10.6";"760.8";"761.3";"";"56";"Wind blowing from the north";"5";"";"";"20–30%.";" ";"";"";"10.6";"16.1";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"18.10.2019 13:00";"15.6";"757.5";"758.2";"";"44";"Wind blowing from the north-northwest";"9";"";"";"50%.";" ";"";"";"10.6";"16.1";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"18.10.2019 07:00";"10.6";"756.0";"756.6";"";"64";"Wind blowing from the north-west";"5";"";"";"70 – 80%.";" ";"";"";"10.6";"15.6";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"18.10.2019 01:00";"11.7";"753.4";"754.0";"";"59";"Wind blowing from the west-northwest";"8";"10";"";"70 – 80%.";" ";"";"";"10.6";"13.3";"";"";"1000-1500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"17.10.2019 19:00";"13.3";"749.4";"";"";"53";"Wind blowing from the west";"11";"14";"";"70 – 80%.";" ";"";"";"10.6";"15.6";"";"";"1000-1500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"17.10.2019 13:00";"14.4";"744.8";"745.3";"";"48";"Wind blowing from the west";"14";"19";"";"100%.";" ";"";"";"11.7";"15.6";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"17.10.2019 07:00";"11.7";"744.1";"744.6";"";"59";"Wind blowing from the west-southwest";"9";"12";"";"70 – 80%.";" ";"";"";"10.6";"18.9";"";"";"1000-1500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"17.10.2019 01:00";"11.1";"743.1";"743.6";"";"77";"Wind blowing from the west-northwest";"10";"14";"";"100%.";" ";"";"";"10.0";"17.2";"";"";"600-1000";"";"";"16.0";"7.2";"22.0";"6";"";"";"";"";
"16.10.2019 19:00";"16.7";"743.3";"743.9";"";"93";"Wind blowing from the east";"7";"12";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"18.9";"";"";"300-600";"";"";"4.0";"15.6";"33.0";"6";"";"";"";"";
"16.10.2019 13:00";"18.9";"753.7";"754.3";"";"78";"Wind blowing from the south-east";"7";"11";"";"100%.";" ";"";"";"14.4";"18.9";"";"";"300-600";"";"";"16.0";"15.0";"Trace of precipitation";"6";"";"";"";"";
"16.10.2019 07:00";"16.1";"759.8";"760.5";"";"75";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"10.0";"18.9";"";"";"600-1000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"16.10.2019 01:00";"12.8";"762.9";"763.5";"";"80";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"10.6";"14.4";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"15.10.2019 19:00";"14.4";"763.9";"764.5";"";"62";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"10.6";"18.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"15.10.2019 13:00";"16.7";"764.6";"765.2";"";"35";"";"2";"";"";"50%.";" ";"";"";"11.1";"17.8";"";"";"1500-2000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"15.10.2019 07:00";"11.1";"765.7";"766.2";"";"61";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"10.6";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.9";"";"";"";"";"";"";
"15.10.2019 01:00";"13.3";"763.6";"764.2";"";"55";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"13.3";"19.4";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"14.10.2019 19:00";"19.4";"760.3";"760.9";"";"36";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"15.0";"23.9";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"14.10.2019 13:00";"22.2";"759.6";"760.2";"";"44";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"15.6";"22.2";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"14.10.2019 07:00";"15.6";"761.1";"761.8";"";"84";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"15.0";"19.4";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"14.10.2019 01:00";"15.6";"761.3";"761.8";"";"80";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"11.1";"15.6";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"13.10.2019 19:00";"15.6";"762.6";"763.2";"";"70";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"11.1";"19.4";"";"";"1500-2000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"13.10.2019 13:00";"17.8";"763.3";"763.9";"";"45";"";"2";"";"";"70 – 80%.";" ";"";"";"12.8";"18.3";"";"";"1000-1500";"";"";"16.0";"5.6";"";"";"";"";"";"";
"13.10.2019 07:00";"12.8";"763.9";"764.5";"";"74";"Wind blowing from the north";"4";"";"";"70 – 80%.";" ";"";"";"11.1";"21.1";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"13.10.2019 01:00";"14.4";"761.3";"762.0";"";"72";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"12.8";"17.8";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"12.10.2019 19:00";"17.8";"760.3";"760.8";"";"58";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"21.1";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"12.10.2019 13:00";"18.9";"759.8";"760.4";"";"54";"";"2";"";"";"70 – 80%.";" ";"";"";"13.3";"19.4";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"12.10.2019 07:00";"13.3";"761.1";"761.6";"";"72";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"18.3";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"12.10.2019 01:00";"13.9";"761.6";"762.1";"";"62";"Wind blowing from the north-northeast";"4";"";"";"70 – 80%.";" ";"";"";"12.2";"16.7";"";"";"600-1000";"";"";"16.0";"6.7";"";"";"";"";"";"";
"11.10.2019 19:00";"16.7";"763.1";"763.7";"";"52";"Wind blowing from the north-northeast";"7";"";"";"100%.";" ";"";"";"12.2";"18.3";"";"";"1000-1500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"11.10.2019 13:00";"17.8";"763.6";"764.3";"";"52";"Wind blowing from the north";"7";"12";"";"100%.";" ";"";"";"13.3";"18.3";"";"";"1000-1500";"";"";"16.0";"7.8";"Trace of precipitation";"6";"";"";"";"";
"11.10.2019 07:00";"13.3";"764.9";"765.4";"";"47";"Wind blowing from the north";"7";"10";"";"50%.";" ";"";"";"12.2";"22.8";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"11.10.2019 01:00";"14.4";"765.4";"765.9";"";"41";"Wind blowing from the north-northeast";"7";"";"";"70 – 80%.";" ";"";"";"11.7";"18.9";"";"";"1500-2000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"10.10.2019 19:00";"18.9";"765.7";"766.3";"";"24";"Wind blowing from the north-northeast";"9";"12";"";"70 – 80%.";" ";"";"";"11.7";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"10.10.2019 13:00";"21.7";"765.4";"766.0";"";"34";"Wind blowing from the north";"7";"";"";"50%.";" ";"";"";"12.2";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"10.10.2019 07:00";"13.3";"766.9";"767.5";"";"65";"Wind blowing from the north";"8";"";"";"70 – 80%.";" ";"";"";"11.1";"15.0";"";"";"1500-2000";"";"";"16.0";"6.7";"";"";"";"";"";"";
"10.10.2019 01:00";"11.7";"767.4";"768.1";"";"74";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"11.1";"";"";"";"600-1000";"";"";"16.0";"7.2";"Trace of precipitation";"6";"";"";"";"";
"09.10.2019 19:00";"12.2";"767.7";"768.4";"";"77";"Wind blowing from the north-northeast";"7";"";"";"100%.";" ";"";"";"12.2";"15.0";"";"";"300-600";"";"";"16.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"09.10.2019 13:00";"12.2";"767.7";"768.3";"";"93";"Wind blowing from the north-northeast";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"15.0";"";"";"200-300";"";"";"14.0";"11.1";"7.0";"6";"";"";"";"";
"09.10.2019 07:00";"13.9";"767.7";"768.2";"";"67";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"13.9";"18.3";"";"";"1000-1500";"";"";"16.0";"7.8";"";"";"";"";"";"";
"09.10.2019 01:00";"14.4";"766.9";"767.5";"";"67";"Wind blowing from the north-northeast";"6";"";"";"100%.";" ";"";"";"14.4";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"08.10.2019 19:00";"16.1";"766.4";"767.0";"";"60";"Wind blowing from the north-northeast";"6";"";"";"70 – 80%.";" ";"";"";"14.4";"18.3";"";"";"2000-2500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"08.10.2019 13:00";"17.2";"766.9";"767.4";"";"54";"Wind blowing from the north-northeast";"7";"";"";"100%.";" ";"";"";"14.4";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"08.10.2019 07:00";"14.4";"767.7";"768.1";"";"84";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"14.4";"26.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"0.8";"6";"";"";"";"";
"08.10.2019 01:00";"15.6";"766.2";"766.7";"";"93";"Wind blowing from the north";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"15.0";"21.1";"";"";"200-300";"";"";"16.0";"14.4";"4.0";"6";"";"";"";"";
"07.10.2019 19:00";"20.6";"763.6";"764.2";"";"87";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"20.0";"26.7";"";"";"600-1000";"";"";"6.0";"18.3";"4.0";"6";"";"";"";"";
"07.10.2019 13:00";"26.1";"763.3";"763.9";"";"49";"Wind blowing from the south-west";"7";"";"";"70 – 80%.";" ";"";"";"20.0";"26.1";"";"";"1000-1500";"";"";"16.0";"14.4";"";"";"";"";"";"";
"07.10.2019 07:00";"21.1";"765.4";"766.0";"";"73";"Wind blowing from the south";"5";"";"";"70 – 80%.";" ";"";"";"20.6";"21.7";"";"";"1500-2000";"";"";"16.0";"16.1";"Trace of precipitation";"6";"";"";"";"";
"07.10.2019 01:00";"21.1";"766.2";"766.8";"";"71";"Wind blowing from the south";"5";"9";"";"100%.";" ";"";"";"";"21.1";"";"";"1000-1500";"";"";"16.0";"15.6";"Trace of precipitation";"6";"";"";"";"";
"06.10.2019 19:00";"20.6";"767.2";"767.6";"";"73";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"15.6";"21.7";"";"";"1000-1500";"";"";"16.0";"15.6";"Trace of precipitation";"6";"";"";"";"";
"06.10.2019 13:00";"21.1";"768.2";"768.8";"";"68";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"12.8";"21.1";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"06.10.2019 07:00";"17.2";"769.5";"770.0";"";"70";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"12.2";"17.2";"";"";"600-1000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"06.10.2019 01:00";"15.6";"769.9";"770.5";"";"65";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"15.6";"";"";"1000-1500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"05.10.2019 19:00";"13.3";"771.2";"771.9";"";"55";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"6.1";"15.6";"";"";"1000-1500";"";"";"16.0";"4.4";"";"";"";"";"";"";
"05.10.2019 13:00";"15.0";"772.3";"772.9";"";"39";"";"2";"";"";"20–30%.";" ";"";"";"7.8";"15.0";"";"";"1500-2000";"";"";"16.0";"1.1";"";"";"";"";"";"";
"05.10.2019 07:00";"7.8";"772.8";"773.4";"";"71";"Wind blowing from the north-northeast";"5";"";"";"20–30%.";" ";"";"";"6.1";"20.0";"";"";"1000-1500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"05.10.2019 01:00";"8.9";"771.0";"771.6";"";"63";"Wind blowing from the north";"6";"";"";"20–30%.";" ";"";"";"8.9";"15.6";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"04.10.2019 19:00";"13.3";"767.7";"768.1";"";"51";"Wind blowing from the north-west";"6";"";"";"20–30%.";" ";"";"";"13.3";"20.0";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"04.10.2019 13:00";"18.3";"764.1";"764.6";"";"40";"Wind blowing from the north-west";"11";"14";"";"50%.";" ";"";"";"13.3";"20.0";"";"";"1000-1500";"";"";"16.0";"4.4";"";"";"";"";"";"";
"04.10.2019 07:00";"15.6";"760.6";"761.2";"";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"13.9";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.8";"Trace of precipitation";"6";"";"";"";"";
